brewery_id,brewery_name,no_of_beers,no_of_beerstyles
12142,Williams Brothers Brewing Company,28,13
12145,Bushy's (Mount Brewing Company Ltd),5,5
12154,Vasa Bryggeri AB,1,1
12155,The Mash Tun,12,8
12164,Back Street Brewery,25,17
12166,"Pennichuck Brewing Company, Inc.",17,14
12172,Dugges Ale- & Porterbryggeri AB,39,20
12173,Brasseurs Savoyards,1,1
12211,Legends Eatery and Brewhouse,3,3
12215,Minipivovar U Medvídků,3,3
12222,Bere Trei Stejari,2,1
12224,Rinkuškiai Alaus Darykloje,26,6
12225,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),2,1
12226,Apatinska Pivara A.D.,6,6
12227,Brau Union Hungária Sörgyárak / Soprony Brewery,6,2
12230,St. John Brewers,5,5
12238,Klaterní Pivovar / The Strahov Monastic Brewery,3,3
12243,Birrificio Artigiano - Orzo Bruno,4,3
12252,Falls Brewing Company,7,7
12267,Porter House,3,3
12270,Old Spot Brewery Ltd,1,1
12272,Hobsons Brewery,8,4
12279,Jobber's Canyon Restaurant & Brewery,15,14
12305,Brasserie Des Rateliers,5,4
12311,Sancolodi,3,3
12314,Dry Dock Brewing Co.,61,34
12315,Old Mill Brewery & Grill,7,7
12319,Mildura Theatre Brewery Pty Ltd,11,11
12325,Jasper Brewing Co. Brew Pub & Eatery,7,7
12328,III Dachshunds/City Lounge,6,6
12334,Schloderer Bräu,1,1
12349,Brasserie La Barbiot,4,4
12351,Lightning Brewery,13,12
12352,Noujikumiaihoujin Iganosato Mokumoku Tezukuri Farm,2,2
12353,Brauerei-Gaststätte Schwarzer Adler,2,2
12354,Brauerei Hebendanz,9,6
12358,Dvinskiy Brovar,2,2
12359,Krynitsa,7,2
12362,Azalea Coast Brewery,7,7
12365,Mountain State Brewing Co.,6,5
12370,Slopes Restaurant & Brewpub,1,1
12375,Mt. Carmel Brewing Company,15,12
12379,Snowy Mountains Brewery,4,4
12387,WoodVille Brewing Co.,1,1
12389,Wildlife Brewing & Pizza,5,5
12390,Cashmere Brewing Company,7,6
12392,Petite Brasserie Ardennaise,1,1
12402,SLO Brewing Co.,10,9
12414,Brasserie Artisanale Christophe Noyon,5,4
12431,Privatbrauerei St. Ingbert,2,1
12434,"Miyoshi Beer Co., Ltd. - Sanji Beer Co.",2,1
12457,Uncle Stuart's Brewery,5,4
12471,Ellersick Brewing Company,12,12
12477,Skopska Pivara (Heineken),1,1
12487,Scrooge & Marley Brewing Co.,4,4
12491,Hops Grill & Brewery,6,6
12496,Flathead Lake Brewing Company,5,4
12502,Blue Heron BrewPub,18,14
12508,Griesbräu Zu Murnau,3,3
12510,Privat Brauerei Zötler,4,4
12511,Stralsunder Brauerei,15,10
12516,Thirsty Dog Brewing Company,51,38
12520,Sherbrooke Liquor Store,7,5
12524,Rugenbräu AG,3,2
12533,Three Degrees Bar Brewery Brasserie,1,1
12534,Bright Brewery,9,9
12537,Slater's Ales,3,2
12538,Moorilla Estate,6,6
12547,The Livery,76,43
12554,Inuyama Loreley Beer,1,1
12558,Hanby Ales,5,4
12559,Humpty Dumpty Brewing Company,2,2
12560,Jarrow Brewing Company,2,2
12562,North Yorkshire Brewing Company,2,2
12566,Wissey Valley Brewery,3,3
12567,Laitilan Wirvoitusjuomatehdas,4,4
12578,Purrumbete Brewing Company,19,17
12579,Red Hill Brewery,11,10
12581,Baikalskaya Pivovarenniya Kompaniya,2,2
12582,Bauskas Alus,4,3
12583,Taybeh Brewing Co.,3,3
12584,Tibet Lhasa Brewery Co.,3,2
12585,"Chillers Brew Pub, Eatery & Offsale",2,2
12586,Pivovar Holba,5,3
12590,Pivovar Hostan,1,1
12591,Rogue's Roost Brew Pub & Eatery,10,10
12592,Granite Brewery (Halifax),6,5
12604,Pivovar Popper,3,2
12606,Pivovar Steiger,1,1
12607,Pivovar Stein,3,3
12611,Shenzhen Kingway Brewery,2,1
12612,Cerveza Cosaco,3,3
12613,Sierra Madre Brewing Co.,8,8
12616,Buffy's Brewery,2,1
12623,Guangzhou Zhujiang Brewery Co. Ltd.,6,2
12625,"Khoday Brewing & Distilling Industries, Ltd.",4,3
12632,"Stampede Brewing Co., Inc",1,1
12633,San Miguel Fabricas De Cervaza Y Maltas S.A.,4,2
12664,South Hams Brewery Co Ltd,3,2
12668,Le Ble D'or,3,3
12669,North Taiwan Brewery,5,4
12677,Brauerei Gasthof Rittmayer,9,7
12691,Macau Beer Company Limited,1,1
12698,Yamhill Brewing Company,5,5
12702,Naxos Beer Company S.R.L.,1,1
12706,Kannah Creek Brewing Company,13,11
12713,SchillingBridge Winery & Microbrewery,3,3
12714,Koskipanimo Plevna,3,3
12718,Saint André,9,6
12724,Haldengut,1,1
12736,Ryburn Brewery,1,1
12744,Vintage Beers Pty Ltd,1,1
12750,Befed,2,2
12760,Biyat H.J.,1,1
12763,Hickok's Steakhouse & Brewery,5,5
12770,City Grille and Brewhaus,6,6
12788,Firehouse Grill & Brewery,23,17
12789,Water Street Brewery,10,10
12807,Hops Grillhouse & Brewery,3,3
12849,Warcop Brewery,4,2
12864,Elveden Ales,1,1
12865,Leatherbritches Brewery,2,1
12877,NINE G Brewing Company,4,4
12881,Square One Brewery,57,42
12897,Murray's Craft Brewing Co.,30,22
12907,Sauris AgriBeer S.a.s,4,4
12911,Land Beer,10,10
12912,Fletcher Street Brewing Company,5,5
12913,B.A.R.T.S.,6,6
12921,Bryggeriet Skands,5,5
12922,Gourmetbryggeriet,13,12
12936,Rhymney Brewery Ltd,6,4
12939,Tipple's Brewery,1,1
12949,Barley Days Brewery,15,11
12952,Karlsson Brewing,9,9
12954,Jarrah Jacks / Pemberton Brewing Company,7,7
12955,Colonial Brewing Company,13,10
12957,Brasserie Celtik,6,4
12959,Captain Lawrence Brewing Co.,53,20
12964,The Rare Bird Pub & Eatery / Authentic Seacoast Brewing Company,3,2
12965,Samoa Breweries Limited,1,1
12981,Yorkshire Dales Brewing Company,2,2
12984,Rocky Coulee Brewing Co.,2,2
12985,Laughing Dog Brewing,20,14
12997,Ram Big Horn Brewery,1,1
13004,Milton Brewery,14,9
13010,Bruveris - SIA Alus Tirdzniecibas Grupa,13,9
13014,Surly Brewing Company,42,18
13022,Rosie's Brewpub,8,8
13029,Thornbridge Brewery,31,20
13030,Porter Brewing Co. Ltd.,1,1
13042,Laughing Waters Brewing Company / Mad Rock Pub,4,4
13049,Brasserie La Bierataise,1,1
13059,King Street Brewhouse,5,4
13065,Telegraph Brewing Company,21,15
13066,Old Savannah Brewing Company,2,2
13067,Barossa Valley Brewing,2,2
13077,Cowtown Brewing Company,1,1
13086,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,7,6
13090,Breconshire Brewery,12,8
13092,Otley Brewing Company Limited,9,7
13094,Rocky Coulee Brewing Co.,10,6
13096,Hideji Beer,5,5
13097,Barossa Brewing Company,1,1
13107,McKenzie Brew House,1,1
13111,Whittingtons Brewery,2,2
13127,Sapporo Tezukuri Bakushu,1,1
13130,"Helios Distillery Co., Ltd.",1,1
13131,Kirishima Corporation,3,3
13136,Gage Roads Brewing Company,12,11
13137,Elmar's In The Valley,3,3
13157,Kisoji Barley House,1,1
13159,Brasserie Artisanale La Frasnoise,1,1
13160,'t Hofbrouwerijke,7,5
13161,Earl Soham Brewery,1,1
13163,Millis Brewing Co. Ltd,1,1
13164,Australian Independent Brewers,1,1
13165,Barons Brewing Company,9,8
13177,Aksarben Brewing Co.,7,7
13189,Little Valley Brewing Ltd,9,5
13190,Wessex Brewery,1,1
13199,Pivovar Ostravar (Staropramen Breweries / Inbev),3,3
13207,Pivovar Corgo&#328; (Heineken Slovensko),3,2
13208,Cereuro - Cervejeira Europeia (Tagus),3,3
13209,"Drinkin - Comp. Ind. Bebidas E Alimentação, S.A. (CINTRA)",3,3
13215,Baeren Brauerei,10,10
13227,Founders Organic Brewery,7,6
13228,Green Man Brewery,11,11
13230,The Twisted Hop Real Ale Brewpub,12,11
13231,Wigram Brewing Co,10,9
13232,Beer House,2,2
13236,Big Ridge Brewing Co.,10,10
13239,Royal Beer Company Ltd.,2,2
13242,Nanto Brewery,1,1
13252,Loco Brewery - Shimor,1,1
13264,Unazuki  Beer Kan,1,1
13271,Les Brasseurs,8,7
13272,Lord Nelson Pub (Brasserie Du Molard),3,3
13273,Farmer's Boy (Veralum Brewery),3,3
13276,Tamamura Honten,8,5
13278,Oirase Brewery,3,3
13290,Wäldches Bräu GmbH,1,1
13295,White Horse Brewery Company Limited,9,5
13296,Windsor Castle Brewery (Sadler's Ales),6,4
13297,Buntingford Brewery,1,1
13298,Barefoot Brewery,1,1
13299,Cambridge Moonshine Brewery,1,1
13301,Twin Lakes Brewing Co.,5,5
13302,Butternuts Beer & Ale,14,11
13306,Greenfield Real Ale Brewing Ltd,1,1
13307,Mikkeller ApS,185,40
13315,Sports Brew Pub,8,8
13327,Hereford & Hops Restaurant & Brewpub,19,18
13337,Old Harbor Brewery Steak & Lobster House,11,11
13338,The Covey Restaurant & Brewery,41,31
13342,Butautu Dvaro Bravoras / UAB Fulgor,3,3
13371,Voodoo Brewing Company,17,12
13382,SIA Piebalga Alus,7,2
13391,Fallen Angel Brewery,5,4
13392,Hammerpot Brewery,2,2
13393,First In Last Out (FILO) Brewery,1,1
13394,Inawashiro Brewery,1,1
13397,Mountaineer Brewing Co.,9,8
13399,Sebastopol Brewing Company,4,4
13402,Black Lotus Brewery,15,13
13403,Mill Creek Brewery / Freddy's Brewpub,3,3
13407,Kloster Machern,3,3
13408,Microbrauerei Barkowsky - Marcus Bräu,2,2
13412,Syktyvkarpivo,1,1
13423,Roosters Brewing Company and Restaurant,28,20
13425,Brau Und Brunnen Brauereien GmbH,1,1
13446,Wind River Brewing Company,10,9
13447,Lander Brewing Company,7,6
13448,Wonder Bar (Wyoming State Brewing Company),3,3
13450,Monterey Coast Brewing,8,8
13473,West Berkshire Brewery Company,3,3
13485,Hopstar Brewery,1,1
13486,Lancaster Brewery Company Ltd,5,4
13496,Jyohana Beer,1,1
13501,The Cellar Grill,1,1
13504,Lucky Labrador Beer Hall,5,5
13523,Peaks Brewpub,7,5
13524,Oceanside Ale Works,14,8
13529,Stallhagens Bryggeri Ab,9,7
13544,Custom Beers Limited,2,2
13547,Ruby River Steakhouse & Brewery,5,5
13548,Tracks Brewing Company,5,5
13558,G.G. Brewers,14,10
13564,Sonoran Brewing Company,13,12
13594,Chastnaya Pivovarnya Erstes,5,5
13602,Weston Brewing Company & O'Malley's Pub,13,12
13605,Le Trou Du Diable,33,23
13614,Brauerei Neder,6,5
13622,AO Susyndar,1,1
13623,Pyerviy Pivovarenniy Zavod,4,1
13624,Rosa,7,2
13626,TOO Arai-90,2,1
13627,TOO Dinal,4,3
13628,"TOO Kompaniya Ak-Nar (""Derbes"")",6,4
13629,Malmgårdin Panimo,8,7
13633,Osterbräu,1,1
13634,Olutravintola Teerenpeli,4,4
13640,Baltika-Baku,2,2
13656,Sierra Madre Brewing Co.,8,8
13657,Sierra Madre Brewing Co.,8,8
13659,Kross Microbrew Beer (Southern Brewing Company),5,5
13662,Saimaan Panimo,1,1
13664,Birrificio Sguaraunda,3,3
13667,Starr Hill Brewery,23,20
13670,The Two Metre Tall Company Pty Ltd,4,3
13699,Mersea Island Brewery,6,5
13713,Maldon Brewing Co.Ltd,2,2
13753,Bistro Victoria,2,2
13757,Pitchers Brewery & Sports Shack,1,1
13760,San Luis Valley Brewing Company,8,8
13768,Gardner Ale House,15,13
13789,Küppers Brauerei GmbH,1,1
13804,Benelux Brewpub & Café,33,19
13816,Wensleydale Brewery Ltd,6,6
13818,Lipetskpivo,1,1
13819,Romanovskiy Produkt,2,1
13831,Taps Brewing Co. Inc.,20,18
13832,Skeena Brewing Company,1,1
13837,Ale Asylum,17,16
13859,Northern Rivers Brewing Co.,8,7
13865,Ölands Gårdsbryggeri,17,12
13866,"Hosokawa Sake Brewing Co., Ltd.",2,2
13879,Riverside Brewery And Restaurant,11,9
13882,Galatea Spirits,32,15
13884,Peak Organic Brewing Company,22,10
13891,Potton Brewery Company Limited,2,2
13892,Red Squirrel Brewery,3,3
13895,Brauhaus Schreckenskammer,1,1
13897,Marston Moor Brewery Limited,5,4
13900,Wm Evan Evans Brewery,2,2
13903,"Horseshoe, The",1,1
13905,Brasserie Dunham,31,25
13907,Crabtree Brewing Company,20,17
13918,Steffans Aldergrove Brewery,6,6
13947,High & Mighty Beer Co.,11,10
13955,Ring 'O' Bells Brewery,2,2
13956,Eastwood The Brewer (John Eastwood),1,1
13959,Weatheroak Brewery Ltd.,1,1
13965,Potbelly Brewery,3,3
13966,Atomic Brewery,2,1
13981,Il Vicino Brewery Canteen,12,11
13986,Landmark Beer Company,10,8
13989,Stockholm's,8,7
14000,Bradfield Brewery,5,4
14001,Fat Cat Brewing Company,1,1
14002,Milestone Brewing Company,11,8
14003,"Why Not Brewery, The",2,2
14012,Smolenskoye Pivo,1,1
14014,Southern Bay Brewing Company,5,5
14016,The Mussel Inn,7,7
14017,Brew Moon Brewing Co.,4,4
14018,Dux de Lux,2,2
14023,Seven Seas Brewery And Saloon Bar,1,1
14026,Yozgut Bira Fabrikasi / Tekel Birasi,1,1
14033,Cervecería Minerva,10,9
14034,Corner Brewery & Beer Garden,8,7
14046,Birra Del Borgo,19,15
14048,Birrificio Montegioco,12,9
14050,Der Krug Brauhaus,3,3
14060,Shoes Brewery,1,1
14062,Waveney Brewing Company,1,1
14064,Kern River Brewing Company,21,13
14078,Half Pints Brewing Company,27,25
14079,Ilzer Sörgyar,9,7
14097,Fenland Brewery Limited,2,2
14100,Wooden Hand Brewery,5,3
14102,Les 3 Brasseurs,6,5
14121,Atlantic Brewery,1,1
14127,Amber's Brewing Co.,12,8
14154,Furthermore Beer,10,10
14160,Freedom Brewery Ltd,4,4
14177,Walldorff Brewpub and Bistro,20,16
14179,Little Yeoman Brewery,5,5
14191,De Bekeerde Suster,4,4
14207,Sprague Farm & Brew Works,10,9
14225,Manav Breweries Pvt. Ltd.,4,4
14239,Brentwood Brewing Co. Ltd,3,2
14240,Garton Brewery,1,1
14241,Saffron Brewery,1,1
14242,Shardlow Brewing Company Ltd,1,1
14250,The Grey Parrot,10,9
14264,Raasted & Randers Bryghus A/S,26,21
14268,Alandale Brewing Company,21,17
14289,Poltavpivo,3,3
14292,Black Country Ales,1,1
14294,Newby Wyke Brewery,2,2
14296,Star Beermaking Company,1,1
14305,Daigo Brewery,1,1
14306,"Kizakura Sake Brewing Co., Ltd.",1,1
14313,Powerhouse Brewing Company's Columbus Bar,4,4
14319,AMB - Maître Brasseur,86,38
14326,Wuppertaler Brauhaus GmbH,2,2
14327,Bierbrier Brewing Inc,1,1
14331,Les 3 Brasseurs Vieux-Montréal,6,6
14338,Piccolo Birrificio,8,7
14340,Alt Platz Brewing Company LLC,4,4
14343,Great Oakley Brewery,2,2
14349,Whistler Brewing Company,12,8
14350,Taylor's Crossing Restaurant & Brewpub,7,7
14358,Embers Grill,4,4
14359,The Defiant Brewing Company,55,37
14365,Growlers,15,13
14371,Hokkaido Beer Brewery,1,1
14381,"Mojiko Retro Beer Co., Ltd.",4,4
14400,Ninkasi Brewing Company,37,22
14413,Mick Duff's Brewing Company,13,11
14439,Sigtuna Brygghus,37,25
14440,Abbey Wright Brewing Co.,15,13
14444,Azumino Brewery,3,3
14445,Native Stone Winery & Bull Rock Brewery,5,4
14457,The Macquarie Hotel (Schwartz Brewery),8,8
14458,Brasserie Des Monts,1,1
14478,Jessenhofke NV,4,4
14484,Shamrock Brewing Co.,9,8
14486,Steel River Brewey,3,3
14492,Almond '22,12,9
14494,Brockway Chophouse,7,7
14495,Miyamori Brauhaus,1,1
14502,BluCreek Brewing,4,3
14503,Flyers Restaurant And Brewery,22,17
14516,Elysian Fields,10,10
14518,Kassik's Kenai Brew Stop,15,14
14520,Kenai River Brewing Co.,5,5
14532,Charly's Brew Pub & Grill,1,1
14551,Green Valley Brewing Company (Crooked Creek),2,2
14553,Birrificio Spluga,2,2
14557,Vesterbro Bryghus,1,1
14559,Mac's Village Brewhaus,4,4
14562,Raxx Barbecue & Brewing Co.,6,6
14563,Sherwood Brewing Company,16,14
14577,Lazy Boy Brewing,19,11
14589,Rustic Rail Grill And Brewhouse,3,3
14598,Dead Frog Brewing,13,10
14603,Houng Sen Brewery,1,1
14609,Craig Street Brew Pub,3,3
14612,Woodstock Brewing Company (Beer Brands),2,2
14617,Brauhaus Südstern,5,5
14622,College Green Brewery,3,3
14646,Bowral Brewing Company,2,2
14649,Pivara MB,1,1
14654,BIP (Beogradska Industrija Piva),1,1
14656,Jadranska Pivovara - Split D.d.,1,1
14660,Triple J Chophouse And Brew Co,22,20
14662,Birrificio L'Olmaia,3,3
14663,Birrificio L'Orso Verde,8,8
14677,Cerveza Dowel,1,1
14678,Cervejas De Moçambique,4,3
14679,Brauerei H. Müller AG,1,1
14687,Emerald Hill Brewery,3,3
14691,Browar Lwówek 1209,2,2
14692,Tokyo Brewing Company,1,1
14718,The Brew Keeper,15,13
14733,32 Via Dei Birrai,5,4
14736,Hausbräu Stegaurach,1,1
14737,Kleines Eifeler Brauhaus,1,1
14745,Southern Appalachian Brewery,4,4
14747,Fish Rock Brewery,2,2
14754,The Highlander,3,3
14755,Stadtbrauerei Schwarzenberg,4,4
14756,Bluegrass Brewing Co.,7,7
14771,Brauhaus Jettenbach KG,2,2
14783,Nihon Beer J&#333;z&#333; K.K.,2,2
14794,Abbey Beverage Company,2,2
14807,Paul-Bricius & Company,3,1
14822,Lindenbräu,6,6
14830,Ironbark Brewery,7,6
14831,Mash Brewing,15,15
14855,"Bad Monkey Brewing Company, LLC",1,1
14867,Griesedieck Brothers Brewery Co.,2,2
14879,Hoppin' Frog Brewery,25,14
14881,Dorn-Bräu,3,3
14886,The Brewerie At Union Station,6,6
14889,Brauhaus Mitte,4,4
14900,Enterprise Brewery (Knappstein Wines),1,1
14903,Fa. Mag. G. Scheler,1,1
14905,Backwoods Imports Inc.,1,1
14916,Les Brasseurs du Hameau,45,24
14925,"Hangzhou Xihu Beer Asahi Co. , Ltd.",1,1
14933,Hadrian & Border Brewery,1,1
14934,Corvedale Brewery,1,1
14936,FiftyFifty Brewing Co.,30,15
14942,Big Stick Brew Company,1,1
14952,Williamsburg AleWerks,23,16
14955,Cervejaria Schornstein,2,2
14966,Uganda Breweries Limited,2,2
14967,Brau Brothers Brewing Co. LLC,27,21
14970,La Petrognola,3,2
14984,Beer Valley Brewing Co.,14,11
14991,Pivovar Konrad / Pivovar Hols,5,2
14996,Buster's Brew Pub,9,7
14997,Brauerei Steigerwald - Familie Hike,2,2
15032,Powerhouse Restaurant And Brewery,14,13
15034,Birdsview Brewing Company,14,11
15035,Brasserie Lorraine S.A.,2,2
15040,Pagosa Brewing Co.,6,6
15042,Vintage 50 Restaurant And Brew Lounge,19,18
15048,Heimdal-Bryg,1,1
15050,WinterCoat,7,7
15051,Ørbæk Bryggeri,10,9
15052,Buckley's Beers,1,1
15057,Helm,1,1
15059,Gray's Tied House,11,10
15062,Brasserie Oxymore,1,1
15063,Weiland Brewery Underground,2,2
15064,Huttenkloas,1,1
15065,Termini Brewing,8,7
15067,Surrey Hills Brewery Limited,3,3
15077,Monks Café,13,8
15083,De Fontein,1,1
15087,Tunnel Brewery Limited,2,2
15088,Musikbryggeriet DaCapo,1,1
15089,Stevns Bryghus,1,1
15090,Søgaards Bryghus,12,11
15095,Árainn Mhór Brewing Company,2,2
15098,Font Salem,2,1
15099,Browar Stary Krakow,1,1
15112,Hurricane Brewing Company,9,9
15120,Nordbräu Ingolstadt GmbH & Co.,5,4
15122,Skebo Bruksbryggeri,23,6
15135,Brauerei Weitnau,2,2
15150,Anxanum Brewing Company,3,2
15179,Cans Bar And Canteen,1,1
15181,Jolly Brewery+Restaurant,7,7
15185,Cerveza Jerome,7,6
15187,Takau Brewery,7,7
15188,The Nottingham Road Brewing Company,3,3
15189,Big Boss Brewing,37,26
15191,Allendale Brew Company Limited,2,2
15192,Amber Ales Limited,2,2
15193,Brimstage Brewing Co Ltd,1,1
15194,Cotswold Spring Brewery Ltd,1,1
15195,Cotswold Brewing Company,1,1
15196,Derventio Brewery Limited,5,3
15197,Empire Brewing,1,1
15203,Fabrique De Bière Des Diaoulig,1,1
15205,Tri-City Brewing Company,12,12
15213,Northstar Restaurant & Brewery,7,5
15218,C.B. & Potts,18,14
15229,Moccasin Bend Brewing Co.,12,4
15237,De Struise Brouwers,46,22
15280,Atwater Block Brewery,30,24
15292,Brew Wharf,4,4
15314,Skyscraper Brewing Company,6,5
15324,Five Seasons North,54,32
15327,Back Street Brewery,9,9
15341,Triumph Brewing Company,41,36
15344,Steinacher Hausbräu,1,1
15367,Brauerei Eichhorn,3,3
15368,Löwenbräu Buttenheim,5,4
15372,Brasserie Kohler Rehm,3,3
15394,Brasserie BVM Inc.,2,2
15435,Beau's All Natural Brewing Company,24,19
15437,China Resources Breweries Limited,7,3
15438,"Guizhou Maotai Distillery Group Brewing Co., Ltd",1,1
15457,Wilde Rose Keller,2,2
15494,The Monarch Tavern - Fountain City Brewing Co.,3,3
15504,Laht Neppur Brewing Company,13,12
15522,Das Bierhaus,9,9
15524,Brauhaus Lemke,1,1
15526,Hopfenstark,33,17
15527,Meta Abo Brewery - Ethiopia,1,1
15566,Brauerei Rothmoos Anton Kirnberger,1,1
15578,The Dancing Camel Brewing Co.,3,3
15584,Biha&#263;ka Pivovara,1,1
15597,Gulf Brewery,5,5
15603,Kombolcha Brewery,3,1
15607,Asmara Breweries,1,1
15610,"Louisiane Brewhouse, Nha Trang",2,2
15611,Greenland Brewhouse,2,2
15627,Landauer Brauhof,3,3
15634,Crested Butte Brewery,2,2
15636,Calapooia Brewing Company,22,14
15642,Flat Earth Brewing Company,23,17
15656,Regensburger Weißbräuhaus,2,2
15661,Derby Brewing Company,6,4
15665,Whale Gulch Brewing Company,6,5
15669,Saltaire Brewery Limited,11,8
15673,West Brewing Company,3,3
15682,Privatbrauerei Andreas Sauer GmbH,1,1
15696,Tin Mill Brewing,7,6
15697,Broadway Pub,12,10
15700,Oslo Mikrobryggeri,2,2
15705,Hoover's 101 Cafe,6,6
15709,Atna Bryggeri,1,1
15711,HaandBryggeriet,31,22
15715,Wyre Piddle Brewery,2,2
15717,"Peak Ales, Barn Brewery",2,2
15719,Purity Brewing Co,4,2
15732,Le Saint-Bock Brasserie Artisanale Inc.,25,20
15737,Grumpy's Brewhaus,2,2
15740,Zierholz Premium Brewery,7,7
15750,Half Moon Restaurant & Brewery,13,9
15756,Brauerei-Gasthof Drummer,1,1
15765,BJ's Restaurant & Brewhouse,3,3
15781,Carlsberg Breweries A/S,1,1
15783,Jergensen`s Brewery,4,4
15793,Union Barrel Works,18,15
15798,Maltovivo,3,3
15800,Trail Creek Pub & Brewing Company,1,1
15813,Monkey King Brewery & Floribbean Grill,1,1
15824,Skookum Brewery,12,10
15828,Brauerei Gasthof Pfister GmbH,1,1
15833,Cervejaria Teresópolis,2,1
15834,Dock Street Brewery & Restaurant,41,26
15836,Lodi&#326;a Alus,3,1
15837,Sia Zaksi,3,3
15860,Reading Brewing Co,1,1
15881,Fowler's Ales (Prestoungrange) Ltd,1,1
15882,Country Life Brewery,1,1
15886,Cervecería de MateVeza,4,4
15897,O'Brien Brewing,2,2
15898,The Lucky Drink Co. Pty Limited,1,1
15900,Brauerei Vasold & Schmitt,2,2
15907,"Bumthang Brewery, Ltd.",1,1
15908,Guinness Ghana Breweries Group,3,3
15912,Privatbrauerei Jacob Stauder GmbH & Co. KG,2,2
15917,Prilepska Pivarnica,1,1
15922,Moa Brewing Company,13,11
15925,Epic Brewing Company,11,7
15926,Hainan Asia Pacific Brewery,3,3
15928,Yanjing Pijiu (Guilin Liquan) Gufen Youxian Gongsi,5,4
15930,"Sichuan China Resources Blue Sword Brewery Co., Ltd.",4,1
15938,Birra Amiata,6,6
15939,Birrificio Brùton,8,7
15942,Saint John's Bier,1,1
15943,Crow Peak Brewing,7,6
15974,Bryghuset Braunstein,5,4
15975,Brouwerij Het Levenswater,2,2
15976,De 7de Hemel,5,3
15979,Olde Richmond Beer Company,3,3
15982,Dagon Brewery,2,1
15983,Mandalay Brewery,2,2
15997,Orlio Organic Beer Company,3,3
15999,Cerveceria Artesanal El Bolson,2,2
16004,Guinness Anchor Berhad / Sungei Way Brewery,1,1
16006,Thai Asia Pacific Brewery Company Limited,2,1
16010,Helderbräu Brewery,4,4
16011,Bavarian Brauhaus,2,2
16013,Brauerei zum Schwarzen Adler,1,1
16014,Two Rows Restaurant & Brewery,7,6
